host,source,threat_Score
cadets,wget:D115DB94-3D8F-11E8-B8CE-15D78AC88FB6,31.57795739212859
cadets,wget:D5BAB101-3B32-11E8-B8CE-15D78AC88FB6,6.430640775217759
cadets,wget:D6FC5E58-3E53-11E8-A5CB-3FA3753A265A,10.717734625362931
cadets,wget:D992EC4E-3B50-11E8-B8CE-15D78AC88FB6,27.29086354198342
cadets,wget:DAC969A5-3E75-11E8-A5CB-3FA3753A265A,42.29569201749151
cadets,wget:DE6DF4D3-3D90-11E8-B8CE-15D78AC88FB6,31.57795739212859
cadets,wget:E2BE3CD3-3E97-11E8-A5CB-3FA3753A265A,6.430640775217759
cadets,wget:E35EE301-3B83-11E8-B8CE-15D78AC88FB6,6.430640775217759
cadets,wget:E8AB422C-3DB2-11E8-B8CE-15D78AC88FB6,6.430640775217759
cadets,wget:EBBFF6D9-3DE8-11E8-A5CB-3FA3753A265A,6.430640775217759
cadets,wget:F1599434-3B7B-11E8-B8CE-15D78AC88FB6,4.2870938501451725
cadets,wget:F2318771-3B5F-11E8-B8CE-15D78AC88FB6,6.430640775217759
