host,stage,detection_timestamp,source,SYSCALL,Intermediate_process,detection_details,threat_Score,certainity_Score
theia,1,2018-04-10T14:41:44.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719210496:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:23.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719214592:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:41:44.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719214592:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:32.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719214592:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:41:44.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719218688:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:23.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719218688:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:23.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719222784:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:41:44.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719222784:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:41:44.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719230976:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:23.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719230976:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:23.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719235072:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:38.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719235072:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:53.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719235072:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:32.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719235072:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:23.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719239168:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:23.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719243264:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:23.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719247360:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:23.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719251456:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:23.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719255552:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:32.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719255552:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:23.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719259648:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:23.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719263744:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:23.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719267840:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:23.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719271936:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:32.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719271936:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:23.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719276032:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:24.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719276032:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:24.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719280128:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:24.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719284224:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:24.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719292416:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:32.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719292416:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:38.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719300608:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:53.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719300608:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:32.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719300608:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:44.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719300608:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:24.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719300608:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:24.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719296512:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:25.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719296512:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:25.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719308800:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:38.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719308800:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:25.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719312896:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:25.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719316992:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:38.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719316992:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:25.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719321088:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:38.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719321088:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:25.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719325184:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:38.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719325184:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:25.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719329280:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:32.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719329280:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:38.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719329280:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:38.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719333376:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:25.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719333376:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:32.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719333376:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:38.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719337472:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:25.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719337472:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:25.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719341568:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:38.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719341568:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:25.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719349760:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:29.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719353856:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:25.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719353856:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:38.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719353856:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:29.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719357952:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:38.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719357952:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:38.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719362048:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:29.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719362048:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:38.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719628288:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:29.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719628288:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:32.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719628288:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:53.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719628288:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:44.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719628288:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:29.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719632384:PROT_READ|PROT_EXEC,7.177387193107894,10.0
theia,1,2018-04-10T14:31:38.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,MPROTECT  23836719632384:PROT_READ|PROT_EXEC,7.177387193107894,10.0
