host,stage,detection_timestamp,source,SYSCALL,Intermediate_process,detection_details,threat_Score,certainity_Score
theia,4,2018-04-10T14:54:31.000000000-04:00,/usr/bin/fluxbox:7F1FD92F-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:7F1FD92F-0000-0000-0000-000000000020,READ  /etc/mime.types,12.286035066475314,10.0
theia,4,2018-04-10T14:56:41.000000000-04:00,/usr/bin/fluxbox:7F1FD92F-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:7F1FD92F-0000-0000-0000-000000000020,READ  /etc/mime.types,12.286035066475314,10.0
theia,4,2018-04-10T14:56:44.000000000-04:00,/usr/bin/fluxbox:7F1FD92F-0000-0000-0000-000000000020,...,/home/admin/Downloads/firefox/firefox:EA1F2130-0000-0000-0000-000000000020,READ  /etc/hosts,12.286035066475314,10.0
theia,4,2018-04-10T14:57:30.000000000-04:00,/usr/bin/fluxbox:7F1FD92F-0000-0000-0000-000000000020,...,/home/admin/Downloads/firefox/firefox:EA1F2130-0000-0000-0000-000000000020,READ  /etc/hosts,12.286035066475314,10.0
theia,4,2018-04-10T14:56:38.000000000-04:00,/usr/bin/fluxbox:7F1FD92F-0000-0000-0000-000000000020,...,/home/admin/Downloads/firefox/firefox:EA1F2130-0000-0000-0000-000000000020,READ  /etc/hosts,12.286035066475314,10.0
theia,4,2018-04-10T14:55:41.000000000-04:00,/usr/bin/fluxbox:7F1FD92F-0000-0000-0000-000000000020,...,/home/admin/Downloads/firefox/firefox:EA1F2130-0000-0000-0000-000000000020,READ  /etc/hosts,12.286035066475314,10.0
theia,4,2018-04-10T14:54:46.000000000-04:00,/usr/bin/fluxbox:7F1FD92F-0000-0000-0000-000000000020,...,/home/admin/Downloads/firefox/firefox:EA1F2130-0000-0000-0000-000000000020,READ  /etc/hosts,12.286035066475314,10.0
theia,4,2018-04-10T14:57:43.000000000-04:00,/usr/bin/fluxbox:7F1FD92F-0000-0000-0000-000000000020,...,/home/admin/Downloads/firefox/firefox:EA1F2130-0000-0000-0000-000000000020,READ  /etc/hosts,12.286035066475314,10.0
theia,4,2018-04-10T14:54:55.000000000-04:00,/usr/bin/fluxbox:7F1FD92F-0000-0000-0000-000000000020,...,/home/admin/Downloads/firefox/firefox:EA1F2130-0000-0000-0000-000000000020,READ  /etc/hosts,12.286035066475314,10.0
theia,4,2018-04-10T14:57:07.000000000-04:00,/usr/bin/fluxbox:7F1FD92F-0000-0000-0000-000000000020,...,/home/admin/Downloads/firefox/firefox:EA1F2130-0000-0000-0000-000000000020,READ  /etc/hosts,12.286035066475314,10.0
theia,4,2018-04-10T14:57:23.000000000-04:00,/usr/bin/fluxbox:7F1FD92F-0000-0000-0000-000000000020,...,/home/admin/Downloads/firefox/firefox:EA1F2130-0000-0000-0000-000000000020,READ  /etc/hosts,12.286035066475314,10.0
theia,4,2018-04-10T14:55:03.000000000-04:00,/usr/bin/fluxbox:7F1FD92F-0000-0000-0000-000000000020,...,/home/admin/Downloads/firefox/firefox:EA1F2130-0000-0000-0000-000000000020,READ  /etc/hosts,12.286035066475314,10.0
theia,4,2018-04-10T14:57:52.000000000-04:00,/usr/bin/fluxbox:7F1FD92F-0000-0000-0000-000000000020,...,/home/admin/Downloads/firefox/firefox:EA1F2130-0000-0000-0000-000000000020,READ  /etc/hosts,12.286035066475314,10.0
theia,4,2018-04-10T14:55:52.000000000-04:00,/usr/bin/fluxbox:7F1FD92F-0000-0000-0000-000000000020,...,/home/admin/Downloads/firefox/firefox:EA1F2130-0000-0000-0000-000000000020,READ  /etc/hosts,12.286035066475314,10.0
theia,4,2018-04-10T14:56:00.000000000-04:00,/usr/bin/fluxbox:7F1FD92F-0000-0000-0000-000000000020,...,/home/admin/Downloads/firefox/firefox:EA1F2130-0000-0000-0000-000000000020,READ  /etc/hosts,12.286035066475314,10.0
theia,4,2018-04-10T14:54:39.000000000-04:00,/usr/bin/fluxbox:7F1FD92F-0000-0000-0000-000000000020,...,/home/admin/Downloads/firefox/firefox:EA1F2130-0000-0000-0000-000000000020,READ  /etc/hosts,12.286035066475314,10.0
theia,4,2018-04-10T14:54:34.000000000-04:00,/usr/bin/fluxbox:7F1FD92F-0000-0000-0000-000000000020,...,/home/admin/Downloads/firefox/firefox:EA1F2130-0000-0000-0000-000000000020,READ  /etc/hosts,12.286035066475314,10.0
theia,4,2018-04-10T14:54:35.000000000-04:00,/usr/bin/fluxbox:7F1FD92F-0000-0000-0000-000000000020,...,/home/admin/Downloads/firefox/firefox:EA1F2130-0000-0000-0000-000000000020,READ  /etc/hosts,12.286035066475314,10.0
theia,4,2018-04-10T14:54:37.000000000-04:00,/usr/bin/fluxbox:7F1FD92F-0000-0000-0000-000000000020,...,/home/admin/Downloads/firefox/firefox:EA1F2130-0000-0000-0000-000000000020,READ  /etc/hosts,12.286035066475314,10.0
theia,4,2018-04-10T14:54:45.000000000-04:00,/usr/bin/fluxbox:7F1FD92F-0000-0000-0000-000000000020,...,/home/admin/Downloads/firefox/firefox:EA1F2130-0000-0000-0000-000000000020,READ  /etc/hosts,12.286035066475314,10.0
theia,4,2018-04-10T14:56:17.000000000-04:00,/usr/bin/fluxbox:7F1FD92F-0000-0000-0000-000000000020,...,/usr/bin/fluxbox:7F1FD92F-0000-0000-0000-000000000020,READ  /etc/pulse/client.conf,12.286035066475314,10.0
theia,4,2018-04-10T14:54:37.000000000-04:00,/home/admin/Downloads/firefox/firefox:C21F0F30-0000-0000-0000-000000000020,...,/home/admin/Downloads/firefox/firefox:EB1F2430-0000-0000-0000-000000000020,READ  /etc/passwd,12.286035066475314,10.0
theia,4,2018-04-10T14:58:54.000000000-04:00,/home/admin/profile:FB1F9E30-0000-0000-0000-000000000020,...,/home/admin/profile (deleted):29202531-0000-0000-0000-000000000020,READ  /etc/passwd,12.286035066475314,10.0
